,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_wins,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_wins,pace,winner,winning_abbr
201901080MIA,63.739999999999995,26.4,6.08,3.0,120.72,76.74,33.6,0.5254000000000001,88.8,0.4666,41.4,0.25379999999999997,22.4,0.7585999999999999,17.0,16.8,240.0,115.84,32.42,14.4,20.0,110.2,4.76,4.6,0.34080000000000005,30.2,0.3438,10.4,54.339999999999996,48.0,0.5588,12.24,13.8,58.6,0.5298,31.0,21.0,67.61999999999999,28.6,8.88,5.2,115.84,67.58000000000001,30.2,0.5556,89.2,0.47640000000000005,42.4,0.27060000000000006,23.4,16.4,0.0,240.0,120.72,23.26,10.6,20.4,115.0,8.2,7.8,0.41500000000000004,36.4,0.3714,13.8,45.660000000000004,40.8,0.5801999999999999,8.16,8.8,52.8,0.5439999999999999,28.6,0.0,95.14000000000001,Away,DEN
201901100DEN,61.46,25.0,6.8,3.6,120.54,77.35999999999999,34.0,0.5174000000000001,87.6,0.4636,40.6,0.27480000000000004,24.0,0.7525999999999999,18.0,14.4,240.0,112.86000000000001,30.139999999999997,13.0,19.0,108.6,4.72,4.6,0.33799999999999997,29.6,0.31239999999999996,9.4,53.739999999999995,47.0,0.5534,12.959999999999999,14.6,58.0,0.5374000000000001,31.2,24.0,62.86,27.2,9.6,5.6,112.86000000000001,69.86,30.4,0.5626,90.0,0.48480000000000006,43.6,0.2484,21.4,15.4,0.0,240.0,120.54,22.64,10.4,21.2,116.2,8.1,7.8,0.4,35.2,0.3794,13.6,46.260000000000005,40.8,0.5864,8.32,9.0,54.8,0.5488,30.0,0.0,96.25999999999999,Home,DEN
201901120PHO,64.46000000000001,25.2,7.6,4.2,118.32000000000001,74.97999999999999,33.8,0.49820000000000003,87.4,0.4486,39.2,0.25739999999999996,22.4,0.749,16.8,14.8,240.0,107.92,27.939999999999998,12.4,18.8,103.8,5.5600000000000005,5.4,0.3208,28.0,0.3052,8.6,51.42,46.2,0.5342,13.219999999999999,14.8,59.4,0.5136000000000001,30.6,24.6,67.0,28.0,11.559999999999999,6.8,107.92,72.06,32.2,0.5396000000000001,90.4,0.46740000000000004,42.2,0.2694,23.4,17.0,0.0,240.0,118.32000000000001,25.020000000000003,11.8,20.4,114.0,9.360000000000001,9.0,0.38780000000000003,34.2,0.3572,12.6,48.58,44.0,0.5684,8.4,9.2,56.2,0.5313999999999999,29.6,0.0,96.17999999999999,Home,PHO
201901130DEN,65.68,25.8,6.68,3.6,117.23999999999998,79.24,33.0,0.49420000000000003,88.6,0.4444,39.4,0.24400000000000005,21.6,0.7784000000000001,16.8,14.4,240.0,108.88,26.18,11.6,19.6,104.4,5.16,5.0,0.32720000000000005,29.0,0.3,8.8,51.86,44.6,0.5319999999999999,11.82,13.2,59.6,0.5118,30.6,26.2,63.58,26.2,9.3,5.6,108.88,73.82000000000001,32.6,0.556,86.2,0.48640000000000005,41.8,0.27959999999999996,23.4,17.4,0.0,240.0,117.23999999999998,20.76,9.2,20.6,112.6,8.34,8.0,0.3658,30.8,0.3672,11.6,48.14,41.8,0.5866,9.4,10.0,55.4,0.5485999999999999,30.2,0.0,95.9,Home,DEN
201901150DEN,67.2,28.2,5.999999999999999,3.8,115.12,77.64000000000001,34.2,0.5342,89.0,0.46980000000000005,42.0,0.2198,19.4,0.747,14.6,14.8,240.0,115.62,25.98,11.2,19.4,110.2,5.0,4.8,0.347,31.0,0.35940000000000005,11.6,51.98,45.4,0.5641999999999999,11.24,12.4,58.0,0.5248,30.4,27.0,63.120000000000005,26.6,9.440000000000001,5.6,115.62,74.02000000000001,32.0,0.5336000000000001,89.4,0.47780000000000006,42.6,0.225,19.8,14.6,0.0,240.0,115.12,22.36,10.2,18.4,109.8,7.58,7.2,0.3162,28.2,0.356,10.0,48.019999999999996,42.2,0.5612,8.059999999999999,8.6,61.2,0.5347999999999999,32.6,0.0,95.28,Away,GSW
201901230UTA,61.120000000000005,25.8,9.52,5.2,116.85999999999999,76.94000000000001,34.8,0.5342,89.2,0.471,42.2,0.2262,20.0,0.7657999999999999,15.4,15.4,240.0,115.24000000000001,25.16,10.6,20.4,111.2,6.0,5.8,0.34639999999999993,31.0,0.352,11.4,51.739999999999995,45.4,0.5668,10.860000000000001,12.0,58.2,0.5296000000000001,30.8,27.8,65.22,27.4,9.080000000000002,5.4,115.24000000000001,74.84,31.8,0.5404,90.4,0.4726000000000001,42.6,0.2262,20.2,15.4,0.0,240.0,116.85999999999999,23.06,10.8,18.8,112.8,7.040000000000001,6.8,0.3462,31.2,0.387,12.2,48.26,42.6,0.5700000000000001,9.16,10.0,59.2,0.5097999999999999,30.4,0.0,96.47999999999999,Home,UTA
201901250DEN,62.56,25.6,10.239999999999998,5.4,118.5,77.05999999999999,35.4,0.5334000000000001,87.0,0.4678,41.0,0.23479999999999998,20.0,0.8119999999999999,16.6,20.0,240.0,113.8,22.62,9.4,22.2,110.2,5.98,5.8,0.3702,32.2,0.3486,11.6,50.980000000000004,44.8,0.5738,11.6,12.6,54.8,0.5366,29.4,25.2,64.68,26.8,6.9799999999999995,4.0,113.8,77.38000000000001,32.4,0.5442,89.4,0.47160000000000013,42.0,0.2618,23.4,18.0,0.0,240.0,118.5,22.94,11.0,18.2,115.0,7.42,7.2,0.36619999999999997,32.8,0.39180000000000004,13.0,49.019999999999996,43.4,0.5780000000000001,9.6,10.6,56.6,0.5104,29.0,0.0,96.91999999999999,Home,DEN
201901260DEN,63.120000000000005,26.4,8.999999999999998,4.6,121.9,77.2,34.0,0.5438000000000001,87.6,0.4742,41.8,0.24420000000000003,21.0,0.8238,17.6,17.4,240.0,115.94000000000001,21.52,9.0,23.2,113.6,5.9,5.8,0.379,33.2,0.3618,12.4,49.8,43.0,0.5856,11.02,12.0,54.4,0.5396,29.4,19.6,60.67999999999999,26.4,5.279999999999999,3.0,115.94000000000001,78.47999999999999,33.4,0.5634,89.8,0.4912000000000001,44.0,0.2692,24.2,18.8,0.0,240.0,121.9,22.8,10.4,18.6,119.8,5.9,5.8,0.3606,32.4,0.3968,13.0,50.2,43.8,0.5970000000000001,9.72,10.8,57.4,0.5336,31.0,0.0,98.2,Home,DEN
201901280MEM,59.8,24.8,9.52,4.8,117.23999999999998,74.62,33.4,0.5368,86.8,0.47119999999999995,41.2,0.22760000000000002,19.4,0.8186,16.0,16.8,240.0,112.55999999999999,21.7,9.2,22.4,110.0,7.0,6.8,0.3876,33.6,0.3356,11.6,48.620000000000005,42.6,0.5754,12.2,13.2,53.2,0.5566000000000001,29.6,21.2,66.2,27.4,8.2,4.4,112.55999999999999,78.3,33.8,0.5424000000000001,89.2,0.46980000000000005,42.0,0.2686,24.0,18.0,0.0,240.0,117.23999999999998,25.380000000000003,11.4,19.0,115.0,5.92,5.8,0.3882,34.4,0.3712,13.0,51.379999999999995,45.2,0.5744,11.14,12.4,54.8,0.5246,29.0,0.0,97.84,Away,DEN
201901300NOP,61.220000000000006,23.4,10.779999999999998,5.4,114.25999999999999,74.88000000000001,33.2,0.499,85.6,0.44559999999999994,38.2,0.2492,21.2,0.805,17.0,17.0,240.0,104.36000000000001,18.14,8.0,21.8,102.6,7.779999999999999,7.6,0.3728,31.8,0.288,9.2,46.459999999999994,41.2,0.5404000000000001,12.08,13.0,53.8,0.5398000000000001,29.0,22.2,66.52,26.8,8.48,4.6,104.36000000000001,81.86,36.4,0.5358,88.6,0.46160000000000007,41.0,0.263,23.4,17.4,0.0,240.0,114.25999999999999,25.12,11.2,20.6,112.6,5.9,5.8,0.395,34.8,0.3722,13.2,53.54,47.6,0.567,12.22,13.6,53.8,0.5109999999999999,27.8,0.0,98.32000000000001,Away,DEN
201902010DEN,61.919999999999995,24.0,7.6800000000000015,4.2,121.25999999999999,72.78,29.4,0.5192,85.0,0.45600000000000007,38.8,0.2532,21.4,0.7974,17.0,18.4,240.0,109.46,18.080000000000002,7.8,21.6,105.4,7.68,7.4,0.41500000000000004,35.2,0.3016,10.8,44.44,37.2,0.5582,11.48,12.2,49.8,0.5698000000000001,28.0,21.8,66.28,28.6,8.14,4.0,109.46,81.92,36.0,0.5692,87.4,0.49960000000000004,43.6,0.2576,22.6,17.6,0.0,240.0,121.25999999999999,27.220000000000006,10.8,19.4,117.0,6.02,5.8,0.366,31.8,0.38,12.2,55.56,46.8,0.6003999999999999,11.52,12.6,55.6,0.5655999999999999,31.4,0.0,96.74,Home,DEN
201902020MIN,63.220000000000006,25.8,7.8,4.2,118.16,75.42,29.4,0.5347999999999999,87.6,0.4662,40.8,0.2162,19.0,0.7556,14.2,13.4,240.0,113.96000000000001,23.4,10.4,19.8,107.8,7.539999999999999,7.2,0.4102,35.8,0.3338,12.0,47.62,39.8,0.562,10.459999999999999,11.2,51.8,0.5648,28.8,27.0,68.08,28.8,9.120000000000001,4.6,113.96000000000001,76.61999999999999,34.4,0.5599999999999999,86.4,0.49400000000000005,42.6,0.2318,20.0,15.2,0.0,240.0,118.16,24.580000000000002,9.2,18.4,111.8,5.54,5.2,0.3658,31.4,0.36140000000000005,11.4,52.379999999999995,43.6,0.5871999999999999,11.040000000000001,11.8,55.0,0.5679999999999998,31.2,0.0,94.94,Away,DEN
201902040DET,61.61999999999999,25.6,8.4,4.4,119.22,72.35999999999999,27.8,0.5347999999999999,87.8,0.4718,41.4,0.20460000000000003,18.0,0.7164,12.6,16.6,240.0,112.96,23.34,10.2,18.8,106.4,8.16,7.8,0.39180000000000004,34.2,0.3202,11.0,46.22,38.0,0.5562,10.64,11.4,53.6,0.5776,30.4,34.4,70.16,29.8,10.16,5.4,112.96,76.67999999999999,33.8,0.5766,85.2,0.5008,42.6,0.21539999999999998,18.2,14.2,0.0,240.0,119.22,27.640000000000004,10.2,18.2,112.4,6.36,6.0,0.39879999999999993,34.0,0.3812,13.0,53.779999999999994,44.0,0.6024,12.74,13.8,51.2,0.5791999999999999,29.6,0.0,94.56,Home,DET
201902060BRK,65.24,28.6,10.4,5.6,124.4,74.78,29.4,0.5513999999999999,90.8,0.48480000000000006,44.0,0.2136,19.4,0.6926,13.4,17.0,240.0,116.58,24.16,10.8,20.4,113.4,7.3,7.2,0.37679999999999997,34.0,0.35,12.0,47.76,40.2,0.571,9.92,11.0,56.8,0.5724,32.0,35.0,70.96000000000001,31.8,8.8,5.0,116.58,75.85999999999999,34.2,0.5988,87.6,0.5132000000000001,44.8,0.24000000000000005,21.0,16.4,0.0,240.0,124.4,25.22,9.4,18.2,121.0,6.959999999999999,6.8,0.39239999999999997,34.4,0.4368,15.0,52.239999999999995,43.6,0.625,11.360000000000001,12.6,53.2,0.5625999999999999,29.8,0.0,97.58000000000001,Home,BRK
