,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_wins,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_wins,pace,winner,winning_abbr
201812190TOR,60.55999999999999,23.4,6.4,3.8,108.16,74.17999999999999,33.8,0.48840000000000006,88.6,0.4342,38.4,0.22759999999999997,20.2,0.724,14.8,13.8,240.0,102.96,21.18,9.6,20.4,101.2,7.88,7.8,0.32699999999999996,29.0,0.35040000000000004,9.6,47.3,43.4,0.5194000000000001,11.98,13.2,59.6,0.48760000000000003,28.8,15.4,62.52,25.0,9.819999999999999,5.8,102.96,78.82000000000001,36.2,0.5156,87.0,0.458,39.6,0.2612,22.6,0.7618,17.2,0.4,240.0,108.16,25.82,12.0,19.2,106.4,8.760000000000002,8.6,0.3432,30.0,0.3472,10.0,52.7,48.2,0.5516,13.74,15.4,57.0,0.5202,29.6,15.2,98.34,Home,TOR
201812210BRK,59.55999999999999,23.8,9.22,4.8,109.55999999999999,71.7,32.8,0.5138,87.4,0.45760000000000006,39.8,0.217,19.0,0.7489999999999999,14.4,13.0,240.0,107.66000000000001,22.08,9.6,21.2,103.8,7.480000000000001,7.2,0.3222,28.2,0.36839999999999995,9.8,47.48,42.4,0.5438000000000001,11.98,13.0,59.2,0.5122,30.0,17.4,65.34,24.8,8.48,5.0,107.66000000000001,77.91999999999999,33.6,0.5084,86.2,0.4418,38.0,0.29779999999999995,25.0,0.7484,18.6,0.4,240.0,109.55999999999999,28.3,12.8,18.8,105.8,8.46,8.2,0.3768,32.2,0.3504,11.2,52.52,46.4,0.5462,13.24,14.8,54.0,0.49239999999999995,26.8,15.2,96.58000000000001,Away,IND
201812230IND,62.98,23.6,7.56,3.8,107.7,70.74000000000001,32.2,0.5037999999999999,84.4,0.4476,37.8,0.2524,21.2,0.8002,17.2,15.4,240.0,105.83999999999999,20.96,9.0,21.2,102.2,7.880000000000001,7.6,0.3198,26.6,0.3686,9.4,46.49999999999999,41.2,0.5462,13.819999999999999,15.0,57.8,0.49239999999999995,28.4,16.4,62.08,23.4,9.74,5.4,105.83999999999999,79.04,33.8,0.49879999999999997,87.4,0.4358000000000001,38.0,0.2786,23.4,0.765,17.6,0.4,240.0,107.7,29.26,13.2,21.2,104.2,9.44,9.2,0.3726,32.2,0.33039999999999997,10.6,53.5,47.0,0.5356,13.34,15.0,55.2,0.4922000000000001,27.4,15.2,96.82000000000001,Home,IND
201901060TOR,58.419999999999995,21.8,8.34,4.2,111.14000000000001,73.16,31.4,0.5027999999999999,84.2,0.4506,38.0,0.2444,20.4,0.7752,16.0,16.0,240.0,103.6,21.18,9.2,20.6,100.6,8.040000000000001,7.8,0.31379999999999997,26.0,0.3356,8.6,47.06,40.6,0.5414000000000001,14.98,16.4,58.2,0.503,29.4,17.8,66.28,26.0,9.440000000000001,5.2,103.6,78.82,34.0,0.5304,86.8,0.45760000000000006,39.6,0.2572,21.4,0.8049999999999999,16.8,0.0,240.0,111.14000000000001,26.839999999999996,11.4,21.2,108.2,10.2,10.0,0.3684,31.6,0.3834,12.2,52.94000000000001,45.4,0.5652,13.38,14.8,55.2,0.49219999999999997,27.4,0.0,97.36,Home,TOR
201901110NYK,59.3,23.6,8.360000000000001,4.2,109.6,74.75999999999999,32.4,0.5254,85.2,0.4716,40.4,0.2184,18.2,0.8388,15.2,14.4,240.0,107.32000000000001,21.14,8.8,19.8,105.0,8.2,8.0,0.2972,24.8,0.3654,9.0,48.38,41.2,0.5634,14.819999999999999,16.2,60.4,0.517,31.4,21.6,63.56,24.8,9.52,5.4,107.32000000000001,78.85999999999999,33.0,0.5292,87.0,0.4542,39.4,0.24079999999999996,20.0,0.8234,16.0,0.0,240.0,109.6,25.240000000000002,10.8,21.2,107.4,9.940000000000001,9.8,0.37879999999999997,32.6,0.3846,12.6,51.620000000000005,43.8,0.5636,13.9,15.4,54.4,0.48860000000000003,26.8,0.0,98.02000000000001,Away,IND
201901150IND,62.3,25.0,8.02,4.0,113.3,74.8,31.0,0.5118,88.2,0.46080000000000004,40.8,0.2162,18.6,0.8012,14.8,18.8,240.0,105.38,20.52,9.0,21.6,105.2,8.440000000000001,8.4,0.304,26.2,0.33459999999999995,8.8,46.779999999999994,40.0,0.5473999999999999,14.2,16.0,62.0,0.5146,32.0,19.8,66.52000000000001,27.0,8.58,5.0,105.38,79.47999999999999,35.2,0.5568,86.2,0.4758,41.0,0.27640000000000003,23.0,0.821,18.2,0.0,240.0,113.3,25.2,10.4,20.8,113.8,8.879999999999999,9.0,0.3704,31.6,0.434,13.6,53.220000000000006,45.6,0.5918,14.64,16.4,54.6,0.49640000000000006,27.4,0.0,100.36,Home,IND
201901170IND,67.92,27.8,5.880000000000001,3.6,109.96,76.84,34.8,0.5174,89.2,0.45920000000000005,41.2,0.1974,17.2,0.8164,13.8,16.4,240.0,105.2,22.04,9.6,18.4,106.4,7.9,8.0,0.3188,27.8,0.3558,10.2,49.7,44.4,0.5511999999999999,14.98,17.0,61.4,0.5024,31.0,15.6,61.36,26.0,8.64,5.0,105.2,77.96000000000001,34.8,0.5326,91.2,0.4646,42.2,0.2068,18.6,0.8298,15.2,0.0,240.0,109.96,23.16,10.6,19.0,111.8,9.620000000000001,9.8,0.344,31.2,0.3928,12.2,50.3,45.4,0.5638,13.0,14.8,60.0,0.5016,30.0,0.0,101.47999999999999,Away,PHI
201901200IND,65.03999999999999,27.6,7.220000000000001,4.6,113.17999999999999,78.74,36.0,0.5269999999999999,90.4,0.466,42.2,0.19,17.0,0.7678,12.4,17.0,240.0,106.58,22.52,9.8,17.6,107.6,7.3,7.4,0.312,27.8,0.373,10.8,51.08,45.8,0.5516,13.9,15.8,62.6,0.4992,31.4,17.4,64.66,28.0,8.7,5.2,106.58,77.48,34.4,0.5426,91.8,0.47000000000000003,43.0,0.20600000000000002,18.6,0.8632,15.6,0.0,240.0,113.17999999999999,21.259999999999998,9.8,17.6,114.8,9.26,9.4,0.3362,30.6,0.4366,13.2,48.92,44.2,0.5752,11.56,13.0,61.2,0.49060000000000004,29.8,0.0,101.28,Home,IND
201901230IND,68.62,28.4,7.2,4.8,111.9,77.64,36.6,0.5267999999999999,90.0,0.4572,41.2,0.19740000000000002,17.6,0.7744,13.0,17.2,240.0,107.66000000000001,21.52,9.4,18.2,107.8,6.12,6.2,0.3606,32.2,0.38760000000000006,12.4,50.4,46.0,0.5532,13.12,14.8,57.8,0.4962,28.8,19.4,64.52000000000001,27.4,10.3,5.8,107.66000000000001,78.47999999999999,35.0,0.5158,93.2,0.45339999999999997,42.2,0.2204,20.2,0.843,16.6,0.0,240.0,111.9,22.36,10.6,18.0,112.6,8.72,8.8,0.31520000000000004,29.2,0.40279999999999994,11.6,49.6,45.6,0.5511999999999999,9.86,11.2,64.0,0.4808,30.6,0.0,100.47999999999999,Home,IND
201901260MEM,68.88,26.4,8.72,5.6,112.9,77.38,36.0,0.5084,86.0,0.4394,37.8,0.2712,22.6,0.741,16.8,17.6,240.0,105.02000000000001,20.02,8.6,20.4,104.2,5.9799999999999995,6.0,0.3782,32.4,0.3618,11.8,49.72,44.6,0.5454,13.819999999999999,15.4,53.6,0.4852,26.0,20.2,68.12,28.8,10.940000000000001,5.8,105.02000000000001,79.97999999999999,34.8,0.52,91.6,0.4624,42.2,0.254,22.6,0.8038000000000001,17.6,0.0,240.0,112.9,22.619999999999997,10.6,19.2,112.6,8.8,8.8,0.29660000000000003,27.0,0.3952,10.6,50.28,45.4,0.5544,9.28,10.4,64.6,0.49420000000000003,31.6,0.0,99.58,Home,MEM
201901300WAS,72.24,26.6,8.040000000000001,5.0,111.92,77.34,35.2,0.505,83.8,0.4338,36.4,0.2762,22.6,0.7966,17.8,14.4,240.0,106.4,20.9,8.6,18.6,102.6,5.8,5.6,0.3952,33.2,0.36060000000000003,12.0,50.42,43.8,0.548,13.5,14.6,50.6,0.4816,24.4,24.4,67.82000000000001,28.0,10.38,5.2,106.4,79.1,32.8,0.5237999999999999,89.4,0.46419999999999995,41.2,0.227,19.6,0.7776,14.8,0.0,240.0,111.92,22.660000000000004,10.4,20.6,107.8,8.5,8.2,0.3122,27.6,0.38499999999999995,10.6,49.6,43.2,0.5519999999999999,9.680000000000001,10.4,61.8,0.504,30.6,0.0,96.36,Home,WAS
201901310ORL,68.4,24.2,6.9799999999999995,4.2,114.28,77.78,34.0,0.4732,84.6,0.4182,35.4,0.28619999999999995,23.6,0.7898,18.6,18.2,240.0,102.44000000000001,18.7,8.0,20.2,98.6,5.82,5.6,0.3588,30.2,0.29700000000000004,9.2,48.56,42.0,0.5194,12.22,13.2,54.4,0.4788,26.2,30.8,69.17999999999999,28.4,10.620000000000001,5.6,102.44000000000001,81.3,35.0,0.5402,86.4,0.47639999999999993,41.0,0.2558,21.6,0.8093999999999999,17.0,0.0,240.0,114.28,22.22,9.8,21.6,110.0,7.5,7.2,0.3134,26.8,0.4109999999999999,11.0,51.459999999999994,44.8,0.575,10.4,11.0,59.6,0.5105999999999999,30.0,0.0,96.24000000000001,Home,ORL
201902020MIA,69.96000000000001,25.4,7.3,3.8,109.12,77.56,32.4,0.47119999999999995,86.0,0.4231999999999999,36.4,0.26339999999999997,22.0,0.795,17.6,17.2,240.0,103.8,21.62,9.4,21.4,98.6,8.059999999999999,7.6,0.3274,28.0,0.28680000000000005,8.2,49.3,41.8,0.5156,11.66,12.6,58.0,0.4848,28.2,33.0,68.72,25.8,8.88,5.0,103.8,78.38,33.8,0.5294000000000001,80.6,0.46699999999999997,37.6,0.305,24.4,0.7556,18.4,0.0,240.0,109.12,22.44,9.4,21.8,103.6,7.2,6.8,0.344,27.4,0.36719999999999997,10.0,50.72,43.2,0.5678,13.34,14.0,53.2,0.5226,27.6,0.0,94.9,Away,IND
201902040NOP,67.42,24.8,6.9399999999999995,3.4,107.34,77.24,32.4,0.4766,85.8,0.43079999999999996,37.0,0.2662,22.2,0.78,17.4,18.2,240.0,103.25999999999999,20.48,9.0,20.4,99.2,8.639999999999999,8.2,0.3042,25.8,0.29660000000000003,7.8,48.4,41.4,0.5192,11.66,12.6,60.0,0.485,29.2,32.6,68.56,25.6,7.5,4.4,103.25999999999999,79.52000000000001,35.0,0.5292,80.2,0.4666,37.4,0.304,24.2,0.7542,18.2,0.0,240.0,107.34,22.76,9.6,21.0,103.0,7.119999999999999,6.8,0.3718,29.8,0.3454,10.0,51.620000000000005,44.6,0.5674,14.98,16.0,50.4,0.5439999999999999,27.4,0.0,95.94,Away,IND
201902050IND,69.2,25.8,5.96,3.0,112.24000000000001,76.26,32.0,0.4766,86.0,0.4378,37.6,0.2384,20.2,0.7672,15.4,20.4,240.0,100.42,18.3,8.2,18.0,97.4,8.18,7.8,0.2872,24.6,0.268,6.8,47.059999999999995,40.2,0.5134000000000001,12.08,13.0,61.4,0.502,30.8,31.6,66.9,27.2,7.9799999999999995,4.8,100.42,81.70000000000002,35.4,0.554,83.8,0.48319999999999996,40.8,0.2504,20.2,0.7434,15.4,0.0,240.0,112.24000000000001,23.740000000000002,10.0,20.2,109.0,7.640000000000001,7.4,0.3712,31.0,0.39299999999999996,12.0,52.96,45.4,0.5866,14.48,15.6,52.8,0.5442,28.8,0.0,96.92,Home,IND
201902070IND,65.28,25.0,6.6,3.6,111.98000000000002,76.46000000000001,31.6,0.4816,86.2,0.4462,38.4,0.2404,20.4,0.738,15.0,22.0,240.0,99.34,17.74,8.0,17.6,98.0,9.64,9.4,0.2534,21.8,0.2806,6.2,46.540000000000006,39.6,0.5152,12.66,13.8,64.4,0.5025999999999999,32.2,31.2,64.34,27.0,10.0,6.4,99.34,82.26,35.8,0.5564,85.6,0.4906,42.4,0.2218,18.2,0.7832,14.6,0.0,240.0,111.98000000000002,23.54,9.8,19.4,110.8,8.879999999999999,8.8,0.35,29.8,0.389,11.4,53.459999999999994,45.6,0.5904,15.14,16.6,55.8,0.5511999999999999,31.0,0.0,98.7,Home,IND
201902110IND,62.94,22.8,6.720000000000001,3.6,113.32000000000001,77.6,30.4,0.45920000000000005,86.0,0.42040000000000005,36.0,0.2786,23.8,0.7146,17.2,24.0,240.0,100.0,22.72,11.0,17.0,96.0,9.639999999999999,9.2,0.3004,26.0,0.2734,6.8,48.54,41.4,0.49940000000000007,11.9,13.0,60.0,0.4878,29.2,30.2,64.34,27.0,9.82,6.0,100.0,77.28,34.8,0.564,84.0,0.5007999999999999,42.4,0.2142,17.2,0.7777999999999999,13.6,0.0,240.0,113.32000000000001,22.4,9.0,20.0,109.2,8.76,8.6,0.3566,29.8,0.365,10.8,51.46,43.8,0.5952,14.88,16.0,54.2,0.5788,31.6,0.0,96.2,Home,IND
201902130IND,60.839999999999996,22.0,5.74,3.4,114.02000000000001,80.97999999999999,33.0,0.4648,85.4,0.4234,36.0,0.30779999999999996,26.2,0.7182000000000001,19.0,23.0,240.0,101.02000000000001,20.84,10.2,15.8,98.2,7.82,7.6,0.3184,27.4,0.273,7.2,49.480000000000004,43.2,0.5084000000000001,11.359999999999998,12.4,58.0,0.49779999999999996,28.8,32.2,62.239999999999995,27.2,10.04,6.0,101.02000000000001,79.16,36.0,0.5622,87.4,0.5002,43.8,0.175,15.0,0.8049999999999999,12.4,0.0,240.0,114.02000000000001,19.02,7.8,20.8,111.0,8.260000000000002,8.2,0.3334,29.2,0.379,11.0,50.519999999999996,43.8,0.591,12.6,13.6,58.2,0.5650000000000001,32.8,0.0,97.38000000000001,Away,MIL
201902220IND,60.260000000000005,22.0,6.22,3.8,116.7,81.2,33.4,0.4648,85.8,0.42560000000000003,36.4,0.3196,27.4,0.69,19.0,26.0,240.0,100.46000000000001,23.360000000000003,11.4,17.4,98.6,7.76,7.6,0.31479999999999997,27.2,0.26080000000000003,6.8,51.0,44.8,0.5056,12.5,14.0,58.6,0.5054000000000001,29.6,30.6,61.620000000000005,27.6,10.3,6.2,100.46000000000001,76.64000000000001,34.6,0.5752,88.0,0.5082,44.8,0.1968,17.2,0.7756000000000001,13.2,0.0,240.0,116.7,18.8,7.8,21.8,114.8,8.98,9.0,0.31779999999999997,28.0,0.4192,12.0,49.0,42.4,0.6008,11.7,12.6,60.0,0.548,32.8,0.0,98.3,Home,IND
201902230WAS,58.32000000000001,22.8,5.279999999999999,3.2,111.7,81.76,33.0,0.4928,87.4,0.44539999999999996,38.8,0.3032,26.6,0.6634,17.8,24.6,240.0,105.22,28.2,13.2,18.8,103.6,9.32,9.2,0.319,28.0,0.31079999999999997,8.2,53.06,46.2,0.5252000000000001,12.88,14.8,59.4,0.5147999999999999,30.6,33.2,61.25999999999999,25.6,9.42,5.8,105.22,71.8,33.4,0.5644,84.2,0.5004,42.0,0.23360000000000003,19.8,0.7934,15.2,0.0,240.0,111.7,18.240000000000002,7.4,22.4,110.0,9.74,9.8,0.337,28.2,0.3816,10.8,46.94,40.8,0.5938,13.9,15.0,56.0,0.5641999999999999,31.2,0.0,98.5,Away,IND
201902280IND,53.5,21.4,5.9,3.4,113.97999999999999,82.16,34.6,0.502,88.2,0.45280000000000004,39.8,0.3348,29.6,0.6721999999999999,20.0,26.0,240.0,110.78,32.86,15.6,19.8,108.2,7.58,7.4,0.3374,29.8,0.30179999999999996,8.6,56.120000000000005,50.2,0.5372000000000001,12.02,14.0,58.4,0.5316000000000001,31.2,33.0,68.14,27.4,9.4,5.6,110.78,67.16,31.8,0.5555999999999999,83.6,0.483,40.2,0.2822,23.8,0.7976,18.6,0.0,240.0,113.97999999999999,17.839999999999996,7.6,22.6,111.2,8.42,8.4,0.35059999999999997,29.2,0.4184,12.2,43.879999999999995,39.4,0.5923999999999999,12.500000000000002,13.4,54.4,0.5254,28.0,0.0,97.6,Home,IND
201903020IND,55.339999999999996,24.0,7.08,4.0,114.35999999999999,83.20000000000002,34.6,0.5418000000000001,88.4,0.4894,43.2,0.3032,26.8,0.6784,18.0,27.0,240.0,114.34,30.22,13.6,20.8,113.6,7.42,7.4,0.3102,27.4,0.3382,9.2,55.42,48.2,0.5688000000000001,12.76,14.8,61.0,0.5578000000000001,34.0,33.6,69.74,28.6,10.1,6.2,114.34,69.8,31.6,0.5602,84.2,0.4892,41.0,0.2986,25.2,0.7962,19.8,0.0,240.0,114.35999999999999,16.8,7.2,21.6,113.8,8.78,8.8,0.3532,29.6,0.4062,12.0,44.58,38.8,0.5988,12.18,13.2,54.6,0.5429999999999999,29.0,0.0,99.52000000000001,Away,ORL
201903070MIL,58.620000000000005,24.8,8.84,4.8,118.14000000000001,81.14000000000001,33.0,0.5364,89.2,0.47879999999999995,42.6,0.2802,25.0,0.6736000000000001,16.6,29.0,240.0,112.5,28.54,12.8,21.2,112.0,8.0,8.0,0.32039999999999996,28.6,0.3558,10.2,53.17999999999999,45.8,0.5606000000000001,12.760000000000002,14.8,60.6,0.5316,32.4,33.4,67.6,28.4,12.42,7.4,112.5,71.47999999999999,32.6,0.581,83.8,0.5052000000000001,42.2,0.3134,26.4,0.7847999999999999,20.6,0.0,240.0,118.14000000000001,18.860000000000003,8.0,20.8,117.8,8.959999999999999,9.0,0.37320000000000003,31.2,0.4122,12.8,46.82,40.6,0.619,12.5,13.6,52.6,0.5681999999999999,29.4,0.0,99.74,Home,MIL
201903100PHI,58.620000000000005,23.4,8.459999999999999,4.6,115.94000000000001,80.56,32.0,0.5162000000000001,87.2,0.461,40.2,0.3048,26.4,0.6792,17.6,27.2,240.0,109.66,27.52,12.4,21.6,107.6,8.7,8.6,0.301,26.4,0.3592,9.6,52.04,44.4,0.5456000000000001,12.48,14.2,60.8,0.5032,30.6,36.6,67.52000000000001,27.6,11.8,7.0,109.66,72.5,33.4,0.5668,82.6,0.49800000000000005,41.0,0.30720000000000003,25.4,0.8009999999999999,20.4,0.4,240.0,115.94000000000001,19.440000000000005,8.0,21.2,113.8,9.1,9.0,0.3572,29.4,0.3854,11.4,47.96,41.4,0.6086,12.959999999999999,14.0,53.2,0.5666,29.6,15.2,98.2,Home,PHI
201903120IND,58.86,22.0,10.219999999999999,5.6,114.96,81.53999999999999,34.2,0.4934000000000001,86.6,0.4354,37.8,0.2968,25.6,0.7186,17.8,34.2,240.0,106.28,24.660000000000004,11.6,22.0,103.4,6.959999999999999,6.8,0.31079999999999997,27.0,0.364,10.0,51.46,45.8,0.5286000000000001,12.059999999999999,13.4,59.6,0.4636,27.8,31.2,68.72,27.4,11.239999999999998,6.6,106.28,75.35999999999999,35.4,0.5404,83.8,0.47859999999999997,40.0,0.3222,27.0,0.8029999999999999,21.6,0.4,240.0,114.96,18.46,8.0,21.0,112.0,8.4,8.2,0.3344,28.0,0.3684,10.4,48.54,43.4,0.587,10.82,11.6,55.8,0.5366,29.6,15.2,97.42,Home,IND
201903140IND,63.879999999999995,23.6,9.42,5.2,110.92,82.4,34.4,0.49460000000000004,86.0,0.42940000000000006,37.0,0.267,22.8,0.7434,16.4,33.0,240.0,103.3,19.8,9.0,22.8,101.6,8.08,8.0,0.3222,27.8,0.39580000000000004,11.2,49.760000000000005,43.4,0.5298,12.58,13.8,58.2,0.44139999999999996,25.8,33.8,64.2,25.2,8.82,5.0,103.3,80.2,36.6,0.525,83.4,0.47359999999999997,39.4,0.32639999999999997,27.2,0.8039999999999999,21.8,0.4,240.0,110.92,17.6,7.6,20.2,109.2,8.9,8.8,0.3238,27.0,0.3134,8.6,50.239999999999995,44.2,0.5744,11.66,12.6,56.4,0.5524,30.8,15.2,98.47999999999999,Home,IND
201903180POR,65.98,23.0,8.7,4.8,110.33999999999999,79.64,33.8,0.479,84.4,0.4128,34.8,0.2782,23.4,0.7492,17.0,31.6,240.0,99.92,20.52,9.2,23.0,97.8,9.2,9.0,0.3184,27.0,0.40780000000000005,11.2,49.239999999999995,43.0,0.5178,13.38,14.6,57.4,0.41200000000000003,23.6,36.6,62.42,23.8,9.98,5.6,99.92,79.48,36.0,0.517,83.8,0.45820000000000005,38.4,0.3172,26.6,0.8099999999999999,21.4,0.4,240.0,110.33999999999999,20.36,8.6,21.4,108.0,9.58,9.4,0.3346,28.0,0.3428,9.8,50.760000000000005,44.6,0.5666,12.66,13.8,55.8,0.5146,28.6,15.2,97.92,Home,POR
201903190LAC,64.46000000000001,23.8,8.14,4.6,109.52000000000001,79.0,34.0,0.49700000000000005,83.8,0.4384,36.8,0.27280000000000004,22.8,0.7504,16.6,32.4,240.0,101.72,23.619999999999997,10.2,23.8,100.0,8.78,8.6,0.2844,23.8,0.3988,9.8,51.36,44.2,0.534,15.040000000000001,16.6,60.0,0.44800000000000006,27.0,37.0,65.68,25.2,6.8,4.0,101.72,76.38,33.0,0.5086,84.4,0.4548,38.4,0.329,27.8,0.7888,21.8,0.4,240.0,109.52000000000001,21.0,9.0,21.6,107.6,10.940000000000001,10.8,0.3296,27.8,0.3216,9.0,48.64,42.0,0.5578000000000001,12.540000000000001,13.8,56.6,0.5208,29.4,15.2,98.3,Home,LAC
201903270OKC,65.84,25.4,9.020000000000001,5.0,110.14000000000001,80.86,35.0,0.5172000000000001,85.6,0.4508,38.6,0.2076,17.6,0.7404,13.4,33.4,240.0,104.14000000000001,22.639999999999997,9.4,21.8,102.0,7.980000000000001,7.8,0.3132,26.8,0.42000000000000004,11.4,52.32000000000001,44.4,0.5466,14.6,16.0,58.8,0.45899999999999996,27.2,37.6,67.17999999999999,26.2,8.2,4.8,104.14000000000001,77.35999999999999,32.2,0.5164,85.4,0.4566,39.0,0.3014,25.6,0.7618,19.6,0.0,240.0,110.14000000000001,19.139999999999997,8.2,19.2,107.8,10.36,10.2,0.355,30.4,0.333,10.2,47.68,40.4,0.5586,11.360000000000001,12.4,55.0,0.524,28.8,0.0,97.94,Home,OKC
201903300IND,69.0,28.4,8.16,4.6,113.02000000000001,78.56,32.6,0.5317999999999999,88.0,0.4654,41.0,0.193,16.8,0.7452,12.8,30.2,240.0,109.05999999999999,23.119999999999997,9.6,20.4,106.6,9.02,8.8,0.3258,28.8,0.4062,11.8,50.8,42.2,0.5584,12.38,13.6,59.2,0.493,29.2,42.6,63.960000000000015,26.2,8.16,4.8,109.05999999999999,76.88,32.0,0.5366,86.4,0.47620000000000007,41.2,0.271,23.2,0.7464,17.6,0.0,240.0,113.02000000000001,21.44,8.8,18.4,110.4,8.92,8.8,0.3426,29.6,0.3508,10.4,49.2,40.8,0.5722,12.16,13.4,56.8,0.5404,30.8,0.0,97.78,Away,ORL
201904070IND,67.86,28.2,7.880000000000001,4.4,112.44000000000001,78.92,32.4,0.5306,88.4,0.46799999999999997,41.4,0.1964,17.2,0.7398,13.0,32.8,240.0,111.42,26.779999999999994,11.4,17.4,107.0,8.379999999999999,8.0,0.3378,30.0,0.374,11.2,52.44,43.8,0.5572,12.0,13.2,58.4,0.5188,30.2,42.4,64.16,26.8,8.239999999999998,4.8,111.42,73.22,31.0,0.546,87.0,0.4824,42.0,0.20940000000000003,18.2,0.6918,13.0,0.0,240.0,112.44000000000001,21.080000000000002,8.6,18.6,108.0,8.06,7.8,0.3526,30.6,0.3612,11.0,47.559999999999995,39.6,0.5688,11.88,12.8,56.4,0.5472,31.0,0.0,96.04,Away,BRK
201810190LAC,52.9,18.0,7.3,4.0,109.8,78.7,37.0,0.395,95.0,0.358,34.0,0.242,23.0,0.739,17.0,2.0,240.0,93.6,28.3,15.0,29.0,92.0,5.1,5.0,0.347,33.0,0.212,7.0,52.0,52.0,0.438,10.2,12.0,62.0,0.435,27.0,0.0,60.0,21.0,4.8,3.0,93.6,71.7,38.0,0.5,81.0,0.432,35.0,0.444,36.0,27.0,0.0,240.0,109.8,21.3,10.0,24.0,108.0,3.1,3.0,0.321,26.0,0.423,11.0,48.0,48.0,0.558,12.6,14.0,55.0,0.436,24.0,0.0,98.3,Home,LAC
201810230NOP,48.4,18.0,6.55,4.0,110.85,77.35,37.5,0.4475,91.0,0.4145,37.5,0.276,25.0,0.7769999999999999,19.5,2.0,240.0,99.35,24.15,12.0,27.5,100.5,4.949999999999999,5.0,0.2885,26.5,0.23099999999999998,6.0,50.75,49.5,0.49450000000000005,12.05,14.0,64.5,0.486,31.5,1.0,57.5,21.5,8.35,5.5,99.35,75.85,37.0,0.481,87.0,0.431,37.5,0.437,38.0,28.5,0.0,240.0,110.85,22.65,11.0,24.0,112.0,7.35,7.5,0.2895,25.0,0.3365,8.5,49.25,48.0,0.541,9.65,11.0,62.0,0.4645,29.0,0.0,101.0,Home,NOP
201810280LAC,48.06666666666666,18.0,5.733333333333333,3.6666666666666665,116.43333333333334,74.53333333333335,35.333333333333336,0.43766666666666665,93.0,0.40700000000000003,37.666666666666664,0.2803333333333333,26.0,0.7916666666666666,20.666666666666668,3.0,240.0,98.73333333333333,24.3,12.666666666666666,23.666666666666668,101.66666666666667,5.5,5.666666666666667,0.285,26.666666666666668,0.21566666666666667,5.666666666666667,48.53333333333333,48.0,0.4883333333333333,11.833333333333334,14.0,66.33333333333333,0.48100000000000004,32.0,1.0,59.166666666666664,26.0,9.866666666666667,6.666666666666667,98.73333333333333,75.7,39.0,0.5276666666666666,92.33333333333333,0.46866666666666673,43.666666666666664,0.3333333333333333,29.666666666666668,21.666666666666668,0.0,240.0,116.43333333333334,25.46666666666667,12.0,24.333333333333332,120.0,7.099999999999999,7.333333333333333,0.287,26.333333333333332,0.4083333333333334,11.0,51.46666666666667,51.0,0.5690000000000001,10.233333333333333,12.0,66.0,0.49,32.666666666666664,0.0,102.86666666666667,Home,LAC
201810300OKC,48.9,18.0,6.574999999999999,4.5,116.475,75.4,34.5,0.45825,88.25,0.4235,37.0,0.3555,30.25,0.7855,23.75,3.0,240.0,99.1,22.175,11.0,24.25,103.75,5.5,5.75,0.28125,25.0,0.24925,6.0,48.425,45.5,0.51425,14.0,16.5,63.25,0.49050000000000005,31.0,1.75,54.275,24.25,10.175,6.5,99.1,77.825,37.25,0.5355,92.75,0.47925,44.75,0.335,30.25,22.0,0.0,240.0,116.475,24.6,11.25,27.0,122.0,8.975,9.5,0.2605,24.0,0.4385,10.5,51.575,48.5,0.57475,10.725,12.75,68.75,0.494,34.25,0.0,104.6,Home,OKC
